"id","woman","birth_year","migration_background","urban","parental_edu","ability","university","income","owns_home","n_children","oracle_y0","oracle_y1"
1123,1,1982,0,1,12.9,-0.26,1,49.6,1,1,1.713,1.093
1124,1,1964,0,0,12.8,0.06,0,37.4,1,4,2.384,1.764
1125,0,1955,0,1,11.2,0.78,0,27.6,1,1,2.588,2.218
1126,1,1982,0,1,15.8,1.13,1,58.1,1,2,1.312,0.692
1127,0,1961,0,1,11.5,-1.33,0,13.5,0,2,2.682,2.312
1128,1,1964,1,1,9.8,0.82,0,25.6,0,3,2.619,1.999
1129,0,1956,1,0,13.6,0.71,1,39.5,1,2,2.756,2.386
1130,1,1974,0,1,9.9,-0.55,0,26.5,1,5,2.228,1.608
1131,1,1958,0,1,14.9,0.66,1,44.2,1,1,2.258,1.638
1132,1,1960,0,0,11.4,-0.09,0,29.3,0,2,2.635,2.015
1133,0,1983,0,1,10.6,-0.38,0,32.2,0,0,1.85,1.48
1134,0,1966,0,1,15,-0.14,1,38.1,0,1,2.099,1.729
1135,1,1968,0,1,10.8,-0.35,0,17.6,0,1,2.343,1.723
1136,0,1971,0,0,13.2,-0.12,0,34,0,1,2.147,1.777
1137,1,1967,0,0,16.1,0.06,1,39,1,2,2.063,1.443
1138,0,1962,0,0,6.4,-0.12,0,17.9,0,2,2.904,2.534
1139,1,1973,0,0,14,-0.24,0,33.8,1,1,2.043,1.423
1140,0,1967,0,0,11.6,2.07,1,38.3,1,3,2.06,1.69
1141,1,1974,0,1,8.3,-1.12,0,28.1,0,6,2.421,1.801
1142,1,1955,1,1,10.6,-0.01,0,12.3,1,6,2.997,2.377
1143,0,1971,0,0,5.8,-0.87,0,20.9,1,3,2.751,2.381
1144,1,1958,1,0,10.6,0.69,0,33.9,1,2,2.89,2.27
1145,1,1956,0,0,12.9,-1.6,1,28.9,1,3,2.898,2.278
1146,1,1958,1,1,6.7,0,0,21.7,1,4,3.153,2.533
1147,1,1973,0,1,11.2,-0.44,1,47.7,0,2,2.16,1.54
1148,1,1981,1,1,7.1,-1.39,0,10.5,1,1,2.552,1.932
1149,1,1961,1,1,10.6,0.45,0,29.7,1,4,2.724,2.104
1150,0,1980,0,0,11.7,0.48,0,45.5,1,6,1.85,1.48
1151,1,1977,0,1,10.1,0.59,0,37.1,0,1,1.942,1.322
1152,0,1955,0,0,9.4,-0.62,0,21.9,1,4,3.019,2.649
1153,1,1975,0,1,13,-0.56,1,34.8,1,2,1.989,1.369
1154,0,1967,0,1,12.3,0.57,1,49.7,1,1,2.139,1.769
1155,1,1973,0,1,10.8,-0.93,0,24.8,0,3,2.259,1.639
1156,1,1976,1,1,14.5,1.21,1,58,1,1,1.84,1.22
1157,1,1967,1,0,12.8,0.2,0,29.1,0,2,2.511,1.891
1158,0,1971,0,0,9.1,-1.36,0,14.9,0,4,2.604,2.234
1159,1,1958,0,0,10.3,-0.35,0,17.9,1,3,2.816,2.196
1160,0,1958,1,1,9.8,0.48,0,20.7,0,1,2.874,2.504
1161,0,1974,1,1,14,0.7,0,34.5,0,3,2.018,1.648
1162,1,1977,0,1,13.5,-0.16,0,24,0,3,1.829,1.209
1163,1,1985,0,0,11.3,0.03,1,43.7,0,1,1.774,1.154
1164,1,1973,0,0,8.7,-0.16,0,24.2,0,1,2.384,1.764
1165,1,1966,0,0,12.5,-0.25,0,39.3,1,0,2.382,1.762
1166,1,1968,1,1,10,-0.05,0,29.3,1,1,2.6,1.98
1167,1,1969,1,1,11.7,1.06,0,24.8,0,1,2.287,1.667
1168,0,1984,0,1,12.9,0.24,1,53.3,1,2,1.57,1.2
1169,1,1960,0,1,13.5,0.57,1,43.5,1,1,2.297,1.677
1170,1,1974,0,0,13.7,0.85,1,48.1,1,0,1.866,1.246
1171,1,1971,0,1,14.3,-1.1,0,16.5,0,1,2.12,1.5
1172,1,1981,0,1,12,0.33,0,29.8,0,3,1.719,1.099
1173,0,1956,0,1,13,1.37,1,49.9,1,0,2.346,1.976
1174,1,1958,0,1,9.3,0.49,0,29.4,1,3,2.657,2.037
1175,1,1977,0,0,8.7,-0.42,0,19.2,0,1,2.287,1.667
1176,0,1963,0,1,13.2,-0.64,0,28.9,0,4,2.396,2.026
1177,0,1967,0,0,12.9,0.1,0,29.9,1,2,2.269,1.899
1178,0,1962,0,1,9.6,-1.1,0,19.2,0,1,2.739,2.369
1179,0,1970,1,1,11,-0.09,0,29.2,0,2,2.472,2.102
1180,0,1955,0,1,16,0.32,1,42.3,0,1,2.338,1.968
1181,0,1966,0,1,13.1,-0.19,0,21.7,1,2,2.234,1.864
1182,1,1975,1,0,17,1.24,1,50.9,1,2,1.804,1.184
1183,1,1973,0,1,7.2,-0.92,1,27.5,1,0,2.497,1.877
1184,0,1960,1,1,12.1,0.96,0,38,1,5,2.581,2.211
1185,1,1961,0,0,12.3,-0.44,0,24.9,0,4,2.594,1.974
1186,0,1958,0,1,9,-0.57,0,9.7,0,3,2.836,2.466
1187,1,1972,1,1,11.2,0.34,0,28.2,0,2,2.327,1.707
1188,0,1968,0,0,7.7,-0.71,0,11.1,1,2,2.703,2.333
1189,0,1957,0,0,13.7,0.12,0,31.6,0,3,2.552,2.182
1190,0,1972,0,0,15.8,-0.04,1,51.5,0,1,1.928,1.558
1191,0,1962,1,0,12.8,1.51,1,34.5,1,2,2.485,2.115
1192,1,1963,0,1,14.4,-0.01,0,36.7,0,2,2.221,1.601
1193,0,1966,0,0,11.4,-1.31,0,21.9,0,0,2.615,2.245
1194,0,1973,0,1,9.2,0.01,0,27.6,1,0,2.225,1.855
1195,0,1958,0,1,10.4,-0.33,1,29.1,1,1,2.706,2.336
1196,0,1956,1,0,6.6,-0.96,0,12.9,0,5,3.471,3.101
1197,0,1968,1,1,15.5,1.29,1,50.4,1,2,2.035,1.665
1198,1,1968,0,0,17.2,1.18,1,43.9,1,1,1.788,1.168
1199,0,1979,0,0,12.7,-1.41,0,17.4,0,4,2.101,1.731
1200,0,1972,1,1,13.9,0.54,0,29.1,1,0,2.116,1.746
1201,1,1972,0,1,12.7,1.24,1,46.2,1,0,1.841,1.221
1202,0,1983,0,0,14.8,1.91,1,55.2,0,1,1.327,0.957
1203,0,1963,1,1,10.4,-1.78,0,9.6,0,4,3.003,2.633
1204,0,1972,0,1,10.4,-1.74,0,32.2,1,1,2.441,2.071
1205,1,1962,0,1,12.2,-0.09,1,37,1,4,2.415,1.795
1206,1,1958,0,1,9.3,-0.77,0,17.2,0,2,2.845,2.225
1207,1,1963,0,1,8.1,1.2,0,26.8,1,6,2.459,1.839
1208,1,1979,0,1,13.7,-0.43,1,35.8,0,1,1.787,1.167
1209,0,1984,0,1,10.9,-1.35,1,26.2,1,3,1.942,1.572
1210,0,1970,0,1,15.7,0.08,0,26.2,0,2,1.884,1.514
1211,0,1955,0,0,8.6,-0.99,0,12.9,0,2,3.127,2.757
1212,1,1977,0,1,12.3,0.88,1,44.9,0,0,1.753,1.133
1213,0,1960,0,1,12.8,1.81,1,45.6,1,1,2.157,1.787
1214,0,1975,1,0,11.7,-0.14,0,27.8,0,0,2.363,1.993
1215,0,1971,0,0,9.6,0.14,0,33.6,0,1,2.347,1.977
1216,0,1974,1,1,10.4,0.08,0,17.2,0,1,2.351,1.981
1217,0,1982,0,0,8.2,-0.93,0,18.3,1,2,2.226,1.856
1218,1,1960,0,1,14.7,2.2,1,49.4,1,1,1.973,1.353
1219,1,1971,0,1,14.4,0.05,1,31.3,0,1,1.941,1.321
1220,0,1977,0,0,12.3,-1.69,0,20,1,3,2.238,1.868
1221,1,1964,0,1,13.2,1.04,0,35.5,1,1,2.111,1.491
1222,0,1973,0,1,12.3,0.54,1,41.9,1,3,1.939,1.569
1223,0,1977,0,0,9.6,-2.26,0,22.6,1,3,2.502,2.132
1224,0,1983,0,1,11.9,0.55,1,43.4,1,2,1.625,1.255
1225,1,1977,0,0,14.3,-0.78,0,37.6,0,1,1.968,1.348
1226,0,1973,0,0,11.1,-0.03,0,21.4,1,1,2.205,1.835
1227,0,1962,0,1,9.4,0.85,0,36.3,0,1,2.459,2.089
1228,1,1966,0,0,12.3,1,1,41.3,0,2,2.208,1.588
1229,0,1962,0,0,11.2,-0.28,0,14.4,1,4,2.609,2.239
1230,0,1963,0,1,11.7,-0.76,0,23.2,1,2,2.514,2.144
1231,0,1969,0,1,13.5,0.62,1,49.1,1,2,1.983,1.613
1232,1,1972,0,1,15.4,2.47,1,56.2,0,3,1.477,0.857
1233,1,1965,0,0,7.9,-1.04,1,36.4,0,3,2.841,2.221
1234,1,1980,0,1,14.2,0.74,1,54.6,1,0,1.545,0.925
1235,0,1956,0,0,9.7,0.14,0,25.1,0,1,2.85,2.48
1236,0,1974,1,0,13,1.29,1,46.4,1,3,2.095,1.725
1237,1,1973,0,1,12.8,0.87,0,36.7,0,0,1.857,1.237
1238,1,1984,0,0,12.2,-2.33,1,31.4,1,3,2.103,1.483
1239,1,1972,0,0,14.6,0,1,44.1,1,2,2.002,1.382
1240,0,1969,0,1,9.9,-1.6,1,24.5,0,3,2.555,2.185
1241,1,1964,0,0,8,-1.32,0,18.1,1,4,2.91,2.29
1242,1,1961,0,0,13.2,-1.07,0,26.1,1,1,2.628,2.008
1243,0,1985,1,0,9.2,0.68,1,42.9,0,1,2.067,1.697
1244,0,1956,1,1,6.5,-0.28,0,19.3,0,3,3.276,2.906
1245,0,1983,0,0,8.3,0.21,0,34.4,1,1,2.015,1.645
1246,0,1979,0,1,10.2,0.56,1,39.7,0,4,1.872,1.502
1247,1,1974,0,1,7.6,-0.53,0,25.1,0,3,2.379,1.759
1248,0,1960,1,1,12.1,-0.84,0,20.4,1,2,2.851,2.481
1249,1,1957,1,1,13,0.01,1,34.2,0,1,2.766,2.146
1250,0,1975,0,1,11.4,0.38,0,36.5,1,0,1.956,1.586
1251,1,1974,1,1,12.9,1.53,1,42.8,0,2,1.967,1.347
1252,0,1956,0,0,12.6,0.2,1,44.3,0,2,2.648,2.278
1253,0,1978,0,0,10.6,-1.25,0,18.7,0,3,2.25,1.88
1254,1,1981,0,1,12.5,-1.23,0,17.3,0,1,1.919,1.299
1255,1,1970,0,0,7.7,-1.21,0,19.1,0,5,2.71,2.09
1256,0,1968,0,0,14.1,0.06,0,33.7,1,2,2.162,1.792
1257,1,1961,0,0,14.4,-0.83,1,31.7,1,3,2.513,1.893
1258,0,1974,0,0,14.1,0.5,1,56.4,0,0,1.892,1.522
1259,0,1968,0,1,11.5,-1.83,0,16.9,0,2,2.518,2.148
1260,1,1985,0,1,16.7,-0.17,1,31.9,1,0,1.345,0.725
1261,0,1968,0,1,12.4,-1.15,0,23.6,0,1,2.356,1.986
1262,1,1974,0,0,16.6,0.08,0,39.8,1,2,1.789,1.169
1263,0,1967,1,0,16.7,-0.66,1,40.9,1,2,2.381,2.011
1264,0,1957,0,1,9.1,-1.04,1,28.9,1,0,2.933,2.563
1265,1,1964,0,1,10.4,0.95,1,49.7,0,0,2.31,1.69
1266,1,1979,0,1,12.7,0.29,1,37.8,0,1,1.746,1.126
1267,1,1964,0,1,12.8,0.27,0,28.4,0,1,2.252,1.632
1268,1,1985,0,1,19,2.15,1,59.8,1,0,0.843,0.223
1269,0,1966,0,1,8.6,-0.76,0,22.6,1,2,2.618,2.248
1270,0,1959,0,1,12.9,1.12,0,16.9,1,5,2.288,1.918
1271,0,1961,1,1,4.5,0.47,0,22.6,1,8,3.127,2.757
1272,1,1956,1,0,14.1,0.2,1,39.2,1,2,2.799,2.179
1273,0,1967,0,1,8.2,-0.53,0,21.2,0,1,2.577,2.207
1274,0,1958,0,0,8.4,-1.18,0,18.1,0,2,3.067,2.697
1275,1,1975,0,0,8.5,-0.72,0,31.8,1,1,2.413,1.793
1276,1,1975,0,1,10.5,0.16,0,21.4,1,0,2.048,1.428
1277,1,1962,1,1,9.1,-0.18,0,27.7,0,3,2.884,2.264
1278,0,1966,1,1,13.3,0.05,1,39.7,1,2,2.434,2.064
1279,0,1984,1,1,13.5,0.38,1,41.7,1,1,1.76,1.39
1280,0,1964,0,0,12.8,0.53,1,48,1,1,2.314,1.944
1281,1,1972,0,1,13,-0.8,0,15.4,1,5,2.128,1.508
1282,1,1983,1,0,9.5,-0.31,0,32.8,0,2,2.263,1.643
1283,0,1960,0,1,13.2,1.33,0,28.8,1,1,2.202,1.832
1284,0,1975,0,0,13.4,-1.18,1,36.4,0,2,2.155,1.785
1285,1,1967,0,0,13.8,0.03,1,39.4,0,3,2.219,1.599
1286,1,1959,1,1,10.8,-0.93,0,24.6,1,6,2.985,2.365
1287,0,1972,0,0,14.8,2.01,1,58.7,1,1,1.686,1.316
1288,1,1967,0,0,11.4,-0.67,0,15.4,1,0,2.485,1.865
1289,0,1974,0,1,13.5,0.69,1,47.1,1,0,1.804,1.434
1290,1,1965,0,0,10.8,-0.63,0,22.2,1,5,2.586,1.966
1291,0,1970,1,0,18.5,0.47,1,40.9,1,6,1.989,1.619
1292,1,1985,0,0,10.9,0.11,1,50.2,1,1,1.789,1.169
1293,0,1978,0,0,13.9,-0.3,0,29.3,1,1,1.889,1.519
1294,0,1971,0,1,9.8,-0.94,0,15.3,1,2,2.395,2.025
1295,0,1984,1,1,7.6,-1.5,0,17.3,1,1,2.434,2.064
1296,1,1977,0,1,11.6,0.19,0,23.4,1,5,1.902,1.282
1297,0,1982,1,1,15.7,1.06,1,45.2,1,0,1.578,1.208
1298,0,1985,1,0,12.5,-0.42,0,28.7,1,3,2.012,1.642
1299,0,1973,0,1,12.1,0.75,0,33.2,1,1,1.921,1.551
1300,0,1955,0,0,10.2,-1.6,0,13.8,1,3,3.112,2.742
1301,1,1974,0,0,11.5,1.24,0,29.1,0,1,1.954,1.334
1302,0,1979,0,1,12.4,-1.71,0,23.5,0,2,2.065,1.695
1303,1,1964,0,0,8,-0.88,0,13.3,0,7,2.844,2.224
1304,1,1982,0,0,15,0.75,1,48,0,1,1.523,0.903
1305,1,1971,0,1,11.4,2.14,0,23.6,1,0,1.828,1.208
1306,1,1981,0,1,6.7,-0.24,0,30.2,1,1,2.156,1.536
1307,0,1955,0,1,12.6,-0.23,0,17.5,1,2,2.646,2.276
1308,0,1983,0,0,15.6,0.68,1,44.3,1,2,1.458,1.088
1309,1,1980,0,1,12.5,-1.47,1,30.4,0,1,1.99,1.37
1310,1,1957,0,1,13.9,1.57,1,43.2,1,0,2.222,1.602
1311,1,1978,0,1,12,-0.12,0,25.3,1,5,1.888,1.268
1312,1,1969,0,0,12.8,-0.16,1,37.9,1,2,2.247,1.627
1313,0,1976,0,0,11,-0.98,0,31.5,1,3,2.252,1.882
1314,0,1981,0,0,11.9,-1.28,0,25.5,0,1,2.067,1.697
1315,1,1984,0,1,12.6,-1.66,0,28.1,0,2,1.876,1.256
1316,0,1968,0,0,9.4,-2.09,0,6.8,1,2,2.797,2.427
1317,1,1968,0,1,8.6,-1.47,0,27.2,0,2,2.657,2.037
1318,1,1985,0,1,8.7,0.25,0,27.4,0,1,1.814,1.194
1319,0,1970,0,1,9.9,0.17,0,29.7,0,2,2.257,1.887
1320,1,1974,0,0,9.6,-0.85,0,29,1,2,2.394,1.774
1321,0,1973,0,1,11.3,2.01,1,40.1,0,1,1.785,1.415
1322,1,1976,1,0,12.6,1.43,0,39.9,0,2,2.034,1.414
1323,0,1957,0,1,11.9,-0.27,0,29.1,0,3,2.631,2.261
1324,0,1968,0,0,12.4,-1.04,0,17.8,1,3,2.439,2.069
1325,0,1960,0,1,11.4,-0.04,0,18.8,0,2,2.529,2.159
1326,1,1972,0,0,15.1,-0.62,0,30.6,0,0,2.061,1.441
1327,0,1981,1,1,12.2,-0.73,0,25.7,0,1,2.115,1.745
1328,0,1979,0,1,12.8,1.58,1,43.6,1,1,1.546,1.176
1329,0,1974,0,1,9,-0.17,0,22.2,1,1,2.232,1.862
1330,1,1981,0,1,16.4,1.57,1,50.8,1,1,1.24,0.62
1331,1,1983,0,1,12.1,-0.87,0,28.6,1,7,1.825,1.205
1332,0,1982,0,0,12.5,-0.25,0,36.8,0,1,1.839,1.469
1333,1,1981,0,0,15.4,1.33,1,44.9,1,0,1.442,0.822
1334,0,1971,0,0,11.8,0.39,0,37.8,0,3,2.164,1.794
1335,0,1984,0,0,7.8,0.45,0,17.3,0,2,1.978,1.608
1336,1,1956,0,1,5.1,-2.76,0,9.2,0,2,3.491,2.871
1337,0,1973,0,1,12.4,-0.91,0,31.1,0,4,2.15,1.78
1338,1,1956,0,0,7.1,-1.57,0,10.4,1,5,3.28,2.66
1339,0,1972,0,0,14.2,0.46,1,56.1,1,1,1.959,1.589
1340,1,1960,0,1,10.5,0.91,1,35.5,1,0,2.445,1.825
1341,0,1972,1,1,11.4,0.18,0,15.1,0,1,2.338,1.968
1342,0,1985,0,1,10.1,-0.57,1,31,1,1,1.844,1.474
1343,0,1983,1,1,16.4,0.49,0,45.8,0,2,1.584,1.214
1344,0,1985,0,1,13.3,2.21,1,58.8,1,1,1.214,0.844
1345,0,1959,0,1,11.2,0.45,0,35.6,0,3,2.502,2.132
1346,1,1983,0,0,16.2,0.52,1,56.3,0,0,1.442,0.822
1347,0,1960,0,0,9.7,-0.13,0,27.2,1,3,2.755,2.385
1348,0,1960,1,0,10.6,0.31,0,26.4,0,1,2.879,2.509
1349,0,1980,0,1,9.7,-0.34,1,31.3,0,0,2.006,1.636
1350,0,1969,0,1,13,1.36,1,48.3,0,1,1.906,1.536
1351,1,1962,0,0,11,-0.31,0,18.7,1,3,2.628,2.008
1352,1,1975,0,1,10.6,0.31,0,32.9,1,3,2.018,1.398
1353,0,1966,0,1,9.5,0.99,1,30.7,0,2,2.296,1.926
1354,1,1981,0,1,17.5,0.74,1,51.6,0,0,1.291,0.671
1355,1,1967,0,0,13.6,-0.09,0,19.9,1,4,2.252,1.632
1356,0,1959,1,1,11.1,0.42,0,29.3,0,4,2.763,2.393
1357,0,1963,0,0,12.8,0.37,0,39.6,1,1,2.372,2.002
1358,0,1963,0,0,13.9,0.15,0,26.3,0,4,2.331,1.961
1359,1,1973,0,1,10.2,1.17,1,40.3,1,1,1.985,1.365
1360,0,1983,0,0,13.1,0.66,0,33.9,0,2,1.628,1.258
1361,1,1974,1,1,12.2,0.24,0,18.7,0,1,2.207,1.587
1362,1,1956,0,1,15.4,1.31,1,35.4,0,1,2.195,1.575
1363,0,1981,0,0,14.6,0.46,0,28,1,1,1.627,1.257
1364,1,1962,1,0,9.9,0.3,0,22.9,0,2,2.859,2.239
1365,0,1984,0,1,16.3,0.01,1,51.7,1,0,1.379,1.009
1366,0,1972,0,0,10.4,1.68,0,40.7,0,0,2.029,1.659
1367,0,1980,1,1,12.9,-1.26,0,30.5,0,2,2.182,1.812
1368,0,1981,0,0,14,-0.1,1,34.9,1,1,1.75,1.38
1369,1,1964,1,0,5.2,-1.28,0,16.5,0,4,3.34,2.72
1370,1,1977,0,1,12.6,0,1,43.6,1,0,1.864,1.244
1371,1,1982,0,1,7.6,-2,0,11.6,1,2,2.327,1.707
1372,1,1977,0,0,10.5,0.87,0,30,0,1,1.974,1.354
1373,0,1977,0,0,9.6,-0.29,0,20.8,1,1,2.207,1.837
1374,1,1979,1,0,11.5,0.2,0,27.5,0,0,2.19,1.57
1375,0,1973,1,0,11.2,-1.02,0,16.1,1,1,2.597,2.227
1376,0,1960,0,1,12.4,0.54,0,14.8,1,3,2.374,2.004
1377,0,1957,1,0,13.5,0.75,1,39.1,1,2,2.721,2.351
1378,1,1971,0,1,16.1,-0.76,1,41.6,0,2,1.949,1.329
1379,1,1973,0,1,13,-0.29,0,24.7,0,6,2.017,1.397
1380,0,1976,0,1,14.6,1.09,1,48.7,0,0,1.601,1.231
1381,1,1960,0,0,11.7,-1,0,26.2,1,1,2.752,2.132
1382,0,1976,0,0,11,0.32,1,46.2,1,2,2.057,1.687
1383,0,1974,0,0,12.7,-0.24,0,42.4,0,3,2.095,1.725
1384,1,1982,0,1,9.4,-0.4,1,36.4,1,1,1.968,1.348
1385,0,1958,1,1,11.1,0.58,0,20.2,1,6,2.774,2.404
1386,0,1985,1,0,13.2,0.88,0,37.5,0,2,1.77,1.4
1387,0,1974,1,0,12.2,-1.59,0,14.1,0,3,2.581,2.211
1388,1,1985,1,1,13.8,0.5,1,60.1,1,0,1.687,1.067
1389,1,1985,0,1,19.2,1.27,1,66.8,1,1,0.963,0.343
1390,1,1984,0,0,11,0.22,1,45,0,0,1.8,1.18
1391,0,1964,0,1,10.6,-0.85,0,14.8,1,4,2.567,2.197
1392,1,1956,0,1,15.2,0.31,1,45.7,1,1,2.358,1.738
1393,1,1968,0,1,14.4,-0.56,0,21.5,1,3,2.135,1.515
1394,0,1985,0,0,14,1.08,1,60.1,1,0,1.438,1.068
1395,1,1982,0,1,14.3,-2.33,0,21.1,0,2,1.931,1.311
1396,1,1964,0,0,12.1,1.91,0,32.5,0,4,2.154,1.534
1397,1,1955,0,0,11.2,-2.09,0,3,0,4,3.118,2.498
1398,1,1972,1,0,14,0.07,1,40.1,1,0,2.28,1.66
1399,0,1959,0,0,6.6,-1.64,0,13.4,1,6,3.221,2.851
1400,0,1976,0,0,12.6,0.09,1,34.8,0,1,1.985,1.615
1401,1,1979,0,1,12.1,-0.95,0,29.7,1,2,1.972,1.352
1402,1,1969,0,1,7.9,-0.84,0,20.8,0,2,2.575,1.955
1403,0,1960,0,1,12.1,1.87,0,32.6,0,1,2.195,1.825
1404,0,1965,0,1,14.6,0.35,1,38,1,4,2.087,1.717
1405,1,1968,0,1,14.3,0.5,1,36.4,1,1,1.982,1.362
1406,0,1966,0,1,14.1,0.17,0,28.4,0,4,2.113,1.743
1407,1,1970,0,0,10,0.18,0,23.4,0,6,2.348,1.728
1408,0,1980,0,0,16,-0.53,0,31.1,0,3,1.716,1.346
1409,1,1965,0,0,9.8,-0.92,0,22.6,0,2,2.696,2.076
1410,0,1979,1,1,11.8,-1.28,0,35.8,1,2,2.292,1.922
1411,1,1964,0,0,7.9,-0.3,0,28.8,1,6,2.764,2.144
1412,1,1964,1,0,10.4,-0.8,0,27.3,1,6,2.923,2.303
1413,1,1963,1,1,13,1.33,0,39,0,0,2.364,1.744
1414,1,1972,0,0,16.8,0.35,1,35.2,1,4,1.802,1.182
1415,1,1956,0,1,11.1,-0.42,0,17.1,0,4,2.742,2.122
1416,1,1957,0,1,8.9,-0.91,0,16.4,1,4,2.926,2.306
1417,0,1979,0,0,12.5,0.78,1,51.9,1,2,1.786,1.416
1418,1,1979,0,0,13.1,0.5,0,33.1,0,3,1.788,1.168
1419,0,1967,1,1,11.4,-0.18,0,26.4,0,3,2.562,2.192
1420,0,1983,0,1,15.4,-0.38,1,45.2,0,1,1.531,1.161
1421,1,1976,0,1,12.4,-0.75,0,27.5,0,0,2.024,1.404
1422,0,1971,0,0,11.8,0.53,1,39.9,1,0,2.142,1.772
1423,1,1984,0,0,11.5,0.61,0,37.4,0,0,1.709,1.089
1424,0,1958,0,0,11,3.17,1,47.8,1,1,2.241,1.871
1425,1,1956,1,1,13.5,-0.06,0,26.6,0,1,2.777,2.157
1426,0,1955,0,0,9.9,-1.41,0,22.8,0,2,3.104,2.734
1427,1,1970,0,0,12.5,-0.11,1,42.1,0,2,2.225,1.605
1428,1,1971,0,0,7,-1.27,0,7.9,0,2,2.731,2.111
1429,0,1962,0,0,9.6,-1.47,0,10.4,1,2,2.895,2.525
1430,1,1977,1,1,11.9,-0.39,0,24.9,1,3,2.219,1.599
1431,1,1961,0,1,12.6,-0.75,0,13.7,1,2,2.521,1.901
1432,1,1969,0,1,11.1,-1.58,0,27.2,0,2,2.473,1.853
1433,0,1978,0,0,11.3,1.74,0,25.3,0,1,1.755,1.385
1434,1,1973,0,1,12,-0.15,0,21.8,0,0,2.063,1.443
1435,1,1974,0,0,10.7,-0.64,0,23.5,0,1,2.289,1.669
1436,1,1966,0,0,13.4,0.17,0,35.1,0,4,2.259,1.639
1437,0,1961,0,1,6.2,-0.51,0,14.7,0,1,2.911,2.541
1438,0,1977,0,0,11.6,0.35,1,37.5,1,2,1.978,1.608
1439,1,1978,0,1,16.2,0.54,0,41.1,0,1,1.509,0.889
1440,1,1984,0,1,12.1,0.98,1,53.8,0,0,1.513,0.893
1441,1,1964,0,1,16.3,0.22,0,30.1,1,1,2.027,1.407
1442,1,1955,0,1,14.1,0.81,0,25.2,1,2,2.39,1.77
1443,0,1980,1,0,10.7,-1.11,0,29.6,0,1,2.405,2.035
1444,0,1983,0,1,14.2,-0.87,1,37.3,1,2,1.684,1.314
1445,1,1983,0,1,13,0.16,1,40.2,1,3,1.609,0.989
1446,1,1972,0,1,13.4,1.41,1,49.7,0,2,1.77,1.15
1447,1,1975,0,0,13.1,0.72,1,33.4,0,0,1.891,1.271
1448,0,1975,1,0,9,0.76,0,32.9,1,2,2.407,2.037
1449,1,1982,0,0,11.9,-1.48,1,29.3,0,0,2.063,1.443
1450,0,1970,0,0,13.6,-0.58,0,22.9,1,0,2.223,1.853
1451,0,1964,0,1,11.4,1.37,0,39.2,1,2,2.18,1.81
1452,0,1977,0,0,12.5,0.36,0,34.5,0,3,1.917,1.547
1453,0,1979,1,1,15.9,0.78,1,57.8,1,2,1.71,1.34
1454,1,1963,0,1,12.1,-0.14,0,21.4,0,1,2.394,1.774
1455,0,1972,0,1,8.3,-0.59,0,17.2,1,3,2.409,2.039
1456,0,1956,1,0,12.4,-0.07,0,32.4,0,3,2.953,2.583
1457,1,1959,0,0,13.7,0.69,1,41.7,1,2,2.4,1.78
1458,1,1985,0,1,15,0.2,0,42.8,1,1,1.402,0.782
1459,0,1984,0,0,11.4,0.2,1,31.2,1,2,1.777,1.407
1460,1,1955,1,1,12.4,0.04,0,11,0,0,2.869,2.249
1461,0,1980,0,0,13.5,1.99,1,46.3,1,2,1.504,1.134
1462,0,1956,0,1,10.8,-1.76,0,11,0,2,2.961,2.591
1463,1,1960,0,1,15.9,2.07,1,53.4,0,3,1.913,1.293
1464,0,1964,0,1,11.5,1.04,1,41.3,1,3,2.224,1.854
1465,1,1962,0,0,13.5,0.85,1,48.8,0,2,2.286,1.666
1466,0,1973,1,1,10.1,-1.07,0,12.8,1,4,2.576,2.206
1467,1,1977,0,0,13.4,0.68,0,33.4,1,6,1.809,1.189
1468,0,1975,0,0,9.4,0.71,0,28.1,1,3,2.138,1.768
1469,1,1970,1,0,11.3,0.54,0,29.5,0,1,2.458,1.838
1470,1,1965,0,0,6.3,-1.29,0,20.9,0,3,2.985,2.365
1471,0,1955,0,1,9.7,-1.94,0,15.3,1,6,3.096,2.726
1472,0,1955,0,1,9.9,0.87,0,27.3,0,3,2.661,2.291
1473,0,1965,0,0,8.3,-0.81,0,18.1,1,5,2.78,2.41
1474,0,1976,1,1,15.7,-0.85,1,50.3,1,2,2.07,1.7
1475,1,1978,0,1,11.4,-0.09,0,27,1,2,1.924,1.304
1476,0,1971,0,0,9.6,-0.83,1,32.5,1,2,2.492,2.122
1477,0,1985,0,1,15.7,1.3,1,49.4,1,0,1.191,0.821
1478,0,1973,0,0,12.5,0,0,38.3,1,4,2.106,1.736
1479,1,1980,0,1,11.2,0.87,0,27.8,1,0,1.724,1.104
1480,0,1974,0,0,7.4,0.29,0,20.5,0,4,2.369,1.999
1481,1,1956,1,1,13.3,1.33,1,52.7,0,1,2.582,1.962
1482,0,1972,0,1,12.1,-1.49,0,24.7,1,2,2.291,1.921
1483,1,1977,1,1,12.5,-0.64,0,17.8,0,2,2.216,1.596
1484,1,1983,0,0,16.3,0.62,1,56.4,1,0,1.422,0.802
1485,0,1955,0,0,12.6,4.24,1,58.2,1,1,2.077,1.707
1486,1,1956,0,1,13.2,-0.23,1,36.9,1,3,2.573,1.953
1487,0,1982,0,1,13.2,1.24,1,43,1,2,1.468,1.098
